image_path,IMAGE,MEDICINE_NAME,GENERIC_NAME,source,source_split,raw_text,match_method,match_score,label
D:\ediprjcursor\data\datasetHand\Training\training_words\2542.png,2542.png,Progut,Esomeprazole,datasetHand,training,,,,63
D:\ediprjcursor\data\datasetHand\Training\training_words\2153.png,2153.png,Montex,Montelukast Sodium,datasetHand,training,,,,53
D:\ediprjcursor\data\datasetHand\Training\training_words\2250.png,2250.png,Nexcap,Esomeprazole,datasetHand,training,,,,56
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P2327.jpg,P2327.jpg,Montene,Montelukast Sodium,RxHandBD-ML,train,Montene,exact_clean,100.0,52
D:\ediprjcursor\data\datasetHand\Training\training_words\852.png,852.png,Denixil,Clonazepam,datasetHand,training,,,,21
D:\ediprjcursor\data\datasetHand\Training\training_words\197.png,197.png,Atrizin,Cetirizine Hydrochloride,datasetHand,training,,,,4
D:\ediprjcursor\data\datasetHand\Training\training_words\1888.png,1888.png,Maxpro,Esomeprazole,datasetHand,training,,,,47
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P1193.jpg,P1193.jpg,Monas,Montelukast Sodium,RxHandBD-ML,train,Monas,exact_clean,100.0,50
D:\ediprjcursor\data\datasetHand\Training\training_words\320.png,320.png,Az,Azithromycin Dihydrate,datasetHand,training,,,,6
D:\ediprjcursor\data\datasetHand\Training\training_words\1317.png,1317.png,Filmet,Metronidazole,datasetHand,training,,,,32
D:\ediprjcursor\data\datasetHand\Training\training_words\585.png,585.png,Beklo,Baclofen,datasetHand,training,,,,14
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P3857.jpg,P3857.jpg,Napa Extend,Paracetamol,RxHandBD-ML,train,Napa,exact_clean,100.0,55
D:\ediprjcursor\data\datasetHand\Training\training_words\1274.png,1274.png,Fexo,Fexofenadine Hydrochloride,datasetHand,training,,,,30
D:\ediprjcursor\data\datasetHand\Training\training_words\1308.png,1308.png,Filmet,Metronidazole,datasetHand,training,,,,32
D:\ediprjcursor\data\datasetHand\Training\training_words\597.png,597.png,Beklo,Baclofen,datasetHand,training,,,,14
D:\ediprjcursor\data\datasetHand\Training\training_words\2588.png,2588.png,Provair,Montelukast Sodium,datasetHand,training,,,,64
D:\ediprjcursor\data\datasetHand\Training\training_words\1710.png,1710.png,Leptic,Clonazepam,datasetHand,training,,,,42
D:\ediprjcursor\data\datasetHand\Training\training_words\55.png,55.png,Ace,Paracetamol,datasetHand,training,,,,0
D:\ediprjcursor\data\datasetHand\Training\training_words\1346.png,1346.png,Fixal,Fexofenadine Hydrochloride,datasetHand,training,,,,33
D:\ediprjcursor\data\datasetHand\Training\training_words\1915.png,1915.png,Maxpro,Esomeprazole,datasetHand,training,,,,47
D:\ediprjcursor\data\datasetHand\Training\training_words\1841.png,1841.png,Maxima,Esomeprazole,datasetHand,training,,,,46
D:\ediprjcursor\data\datasetHand\Training\training_words\255.png,255.png,Azithrocin,Azithromycin Dihydrate,datasetHand,training,,,,7
D:\ediprjcursor\data\datasetHand\Training\training_words\308.png,308.png,Azyth,Azithromycin Dihydrate,datasetHand,training,,,,8
D:\ediprjcursor\data\datasetHand\Training\training_words\552.png,552.png,Bacmax,Baclofen,datasetHand,training,,,,13
D:\ediprjcursor\data\datasetHand\Training\training_words\1188.png,1188.png,Fenadin,Fexofenadine Hydrochloride,datasetHand,training,,,,29
D:\ediprjcursor\data\datasetHand\Training\training_words\2135.png,2135.png,Montex,Montelukast Sodium,datasetHand,training,,,,53
D:\ediprjcursor\data\datasetHand\Training\training_words\767.png,767.png,Conaz,Fluconazole,datasetHand,training,,,,19
D:\ediprjcursor\data\datasetHand\Training\training_words\487.png,487.png,Baclon,Baclofen,datasetHand,training,,,,12
D:\ediprjcursor\data\datasetHand\Training\training_words\1337.png,1337.png,Fixal,Fexofenadine Hydrochloride,datasetHand,training,,,,33
D:\ediprjcursor\data\datasetHand\Training\training_words\1913.png,1913.png,Maxpro,Esomeprazole,datasetHand,training,,,,47
D:\ediprjcursor\data\datasetHand\Training\training_words\629.png,629.png,Bicozin,Vitamin B Complex + Zinc,datasetHand,training,,,,15
D:\ediprjcursor\data\datasetHand\Training\training_words\1470.png,1470.png,Flexilax,Baclofen,datasetHand,training,,,,36
D:\ediprjcursor\data\datasetHand\Training\training_words\1383.png,1383.png,Flamyd,Metronidazole,datasetHand,training,,,,34
D:\ediprjcursor\data\datasetHand\Training\training_words\1280.png,1280.png,Filmet,Metronidazole,datasetHand,training,,,,32
D:\ediprjcursor\data\datasetHand\Training\training_words\1481.png,1481.png,Flugal,Fluconazole,datasetHand,training,,,,37
D:\ediprjcursor\data\datasetHand\Training\training_words\2412.png,2412.png,Odmon,Montelukast Sodium,datasetHand,training,,,,60
D:\ediprjcursor\data\datasetHand\Training\training_words\562.png,562.png,Beklo,Baclofen,datasetHand,training,,,,14
D:\ediprjcursor\data\datasetHand\Training\training_words\223.png,223.png,Axodin,Fexofenadine Hydrochloride,datasetHand,training,,,,5
D:\ediprjcursor\data\datasetHand\Training\training_words\756.png,756.png,Cetisoft,Cetirizine Hydrochloride,datasetHand,training,,,,18
D:\ediprjcursor\data\datasetHand\Training\training_words\776.png,776.png,Conaz,Fluconazole,datasetHand,training,,,,19
D:\ediprjcursor\data\datasetHand\Training\training_words\1301.png,1301.png,Filmet,Metronidazole,datasetHand,training,,,,32
D:\ediprjcursor\data\datasetHand\Training\training_words\2913.png,2913.png,Tamen,Paracetamol,datasetHand,training,,,,72
D:\ediprjcursor\data\datasetHand\Training\training_words\349.png,349.png,Az,Azithromycin Dihydrate,datasetHand,training,,,,6
D:\ediprjcursor\data\datasetHand\Training\training_words\433.png,433.png,Backtone,Baclofen,datasetHand,training,,,,10
D:\ediprjcursor\data\datasetHand\Training\training_words\2432.png,2432.png,Odmon,Montelukast Sodium,datasetHand,training,,,,60
D:\ediprjcursor\data\datasetHand\Training\training_words\561.png,561.png,Beklo,Baclofen,datasetHand,training,,,,14
D:\ediprjcursor\data\datasetHand\Training\training_words\392.png,392.png,Bacaid,Baclofen,datasetHand,training,,,,9
D:\ediprjcursor\data\datasetHand\Training\training_words\1189.png,1189.png,Fenadin,Fexofenadine Hydrochloride,datasetHand,training,,,,29
D:\ediprjcursor\data\datasetHand\Training\training_words\567.png,567.png,Beklo,Baclofen,datasetHand,training,,,,14
D:\ediprjcursor\data\datasetHand\Training\training_words\2702.png,2702.png,Ritch,Fexofenadine Hydrochloride,datasetHand,training,,,,67
D:\ediprjcursor\data\datasetHand\Training\training_words\904.png,904.png,Diflu,Fluconazole,datasetHand,training,,,,22
D:\ediprjcursor\data\datasetHand\Training\training_words\2944.png,2944.png,Telfast,Fexofenadine Hydrochloride,datasetHand,training,,,,73
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P2265.jpg,P2265.jpg,Nexum,Esomeprazole,RxHandBD-ML,train,Nexum,exact_clean,100.0,57
D:\ediprjcursor\data\datasetHand\Training\training_words\2309.png,2309.png,Nexum,Esomeprazole,datasetHand,training,,,,57
D:\ediprjcursor\data\datasetHand\Training\training_words\57.png,57.png,Ace,Paracetamol,datasetHand,training,,,,0
D:\ediprjcursor\data\datasetHand\Training\training_words\838.png,838.png,Dancel,Ketoconazole (Shampoo),datasetHand,training,,,,20
D:\ediprjcursor\data\datasetHand\Training\training_words\1838.png,1838.png,M-Kast,Montelukast Sodium,datasetHand,training,,,,45
D:\ediprjcursor\data\datasetHand\Training\training_words\2042.png,2042.png,Montair,Montelukast Sodium,datasetHand,training,,,,51
D:\ediprjcursor\data\datasetHand\Training\training_words\1697.png,1697.png,Leptic,Clonazepam,datasetHand,training,,,,42
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P3869.jpg,P3869.jpg,Sergel,Esomeprazole,RxHandBD-ML,train,Sergel,exact_clean,100.0,71
D:\ediprjcursor\data\datasetHand\Training\training_words\2833.png,2833.png,Rozith,Azithromycin Dihydrate,datasetHand,training,,,,70
D:\ediprjcursor\data\datasetHand\Training\training_words\2030.png,2030.png,Monas,Montelukast Sodium,datasetHand,training,,,,50
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P4112.jpg,P4112.jpg,Monas,Montelukast Sodium,RxHandBD-ML,train,Monas,exact_clean,100.0,50
D:\ediprjcursor\data\datasetHand\Training\training_words\2839.png,2839.png,Rozith,Azithromycin Dihydrate,datasetHand,training,,,,70
D:\ediprjcursor\data\datasetHand\Training\training_words\3067.png,3067.png,Vifas,Fexofenadine Hydrochloride,datasetHand,training,,,,76
D:\ediprjcursor\data\datasetHand\Training\training_words\148.png,148.png,Amodis,Metronidazole,datasetHand,training,,,,3
D:\ediprjcursor\data\datasetHand\Training\training_words\2549.png,2549.png,Progut,Esomeprazole,datasetHand,training,,,,63
D:\ediprjcursor\data\datasetHand\Training\training_words\1673.png,1673.png,Ketozol,Ketoconazole (Shampoo),datasetHand,training,,,,41
D:\ediprjcursor\data\datasetHand\Training\training_words\917.png,917.png,Diflu,Fluconazole,datasetHand,training,,,,22
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P2133.jpg,P2133.jpg,Rivotril,Clonazepam,RxHandBD-ML,train,Rivotril,exact_clean,100.0,68
D:\ediprjcursor\data\datasetHand\Training\training_words\226.png,226.png,Axodin,Fexofenadine Hydrochloride,datasetHand,training,,,,5
D:\ediprjcursor\data\datasetHand\Training\training_words\654.png,654.png,Canazole,Fluconazole,datasetHand,training,,,,16
D:\ediprjcursor\data\datasetHand\Training\training_words\1114.png,1114.png,Etizin,Cetirizine Hydrochloride,datasetHand,training,,,,27
D:\ediprjcursor\data\datasetHand\Training\training_words\2284.png,2284.png,Nexum,Esomeprazole,datasetHand,training,,,,57
D:\ediprjcursor\data\datasetHand\Training\training_words\2923.png,2923.png,Telfast,Fexofenadine Hydrochloride,datasetHand,training,,,,73
D:\ediprjcursor\data\datasetHand\Training\training_words\468.png,468.png,Baclofen,Baclofen,datasetHand,training,,,,11
D:\ediprjcursor\data\datasetHand\Training\training_words\816.png,816.png,Dancel,Ketoconazole (Shampoo),datasetHand,training,,,,20
D:\ediprjcursor\data\datasetHand\Training\training_words\498.png,498.png,Baclon,Baclofen,datasetHand,training,,,,12
D:\ediprjcursor\data\datasetHand\Training\training_words\2769.png,2769.png,Romycin,Azithromycin Dihydrate (Ophthalmic),datasetHand,training,,,,69
D:\ediprjcursor\data\datasetHand\Training\training_words\2098.png,2098.png,Montene,Montelukast Sodium,datasetHand,training,,,,52
D:\ediprjcursor\data\datasetHand\Training\training_words\3060.png,3060.png,Vifas,Fexofenadine Hydrochloride,datasetHand,training,,,,76
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P2994.jpg,P2994.jpg,Nexum,Esomeprazole,RxHandBD-ML,train,Nexum,exact_clean,100.0,57
D:\ediprjcursor\data\datasetHand\Training\training_words\1292.png,1292.png,Filmet,Metronidazole,datasetHand,training,,,,32
D:\ediprjcursor\data\datasetHand\Training\training_words\1976.png,1976.png,Metsina,Metronidazole,datasetHand,training,,,,49
D:\ediprjcursor\data\datasetHand\Training\training_words\2299.png,2299.png,Nexum,Esomeprazole,datasetHand,training,,,,57
D:\ediprjcursor\data\datasetHand\Training\training_words\154.png,154.png,Amodis,Metronidazole,datasetHand,training,,,,3
D:\ediprjcursor\data\datasetHand\Training\training_words\2314.png,2314.png,Nexum,Esomeprazole,datasetHand,training,,,,57
D:\ediprjcursor\data\datasetHand\Training\training_words\1878.png,1878.png,Maxima,Esomeprazole,datasetHand,training,,,,46
D:\ediprjcursor\data\datasetHand\Training\training_words\2504.png,2504.png,Opton,Esomeprazole,datasetHand,training,,,,62
D:\ediprjcursor\data\datasetHand\Training\training_words\2837.png,2837.png,Rozith,Azithromycin Dihydrate,datasetHand,training,,,,70
D:\ediprjcursor\data\datasetHand\Training\training_words\431.png,431.png,Backtone,Baclofen,datasetHand,training,,,,10
D:\ediprjcursor\data\datasetHand\Training\training_words\2988.png,2988.png,Tridosil,Azithromycin Dihydrate,datasetHand,training,,,,74
D:\ediprjcursor\data\datasetHand\Training\training_words\1721.png,1721.png,Lucan-R,Fluconazole,datasetHand,training,,,,43
D:\ediprjcursor\data\datasetHand\Training\training_words\1027.png,1027.png,Esonix,Esomeprazole,datasetHand,training,,,,25
D:\ediprjcursor\data\datasetHand\Training\training_words\676.png,676.png,Canazole,Fluconazole,datasetHand,training,,,,16
D:\ediprjcursor\data\datasetHand\Training\training_words\1157.png,1157.png,Exium,Esomeprazole,datasetHand,training,,,,28
D:\ediprjcursor\data\datasetHand\Training\training_words\2624.png,2624.png,Renova,Paracetamol,datasetHand,training,,,,65
D:\ediprjcursor\data\datasetHand\Training\training_words\1213.png,1213.png,Fexofast,Fexofenadine Hydrochloride,datasetHand,training,,,,31
D:\ediprjcursor\data\datasetHand\Training\training_words\2591.png,2591.png,Provair,Montelukast Sodium,datasetHand,training,,,,64
D:\ediprjcursor\data\datasetHand\Training\training_words\2145.png,2145.png,Montex,Montelukast Sodium,datasetHand,training,,,,53
D:\ediprjcursor\data\datasetHand\Training\training_words\937.png,937.png,Dinafex,Fexofenadine Hydrochloride,datasetHand,training,,,,23
D:\ediprjcursor\data\datasetHand\Training\training_words\2076.png,2076.png,Montair,Montelukast Sodium,datasetHand,training,,,,51
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P2619.jpg,P2619.jpg,Telfast,Fexofenadine Hydrochloride,RxHandBD-ML,train,Telfast,exact_clean,100.0,73
D:\ediprjcursor\data\datasetHand\Training\training_words\2067.png,2067.png,Montair,Montelukast Sodium,datasetHand,training,,,,51
D:\ediprjcursor\data\datasetHand\Training\training_words\1433.png,1433.png,Flexibac,Baclofen,datasetHand,training,,,,35
D:\ediprjcursor\data\datasetHand\Training\training_words\2213.png,2213.png,Napa,Paracetamol,datasetHand,training,,,,54
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P5389.jpg,P5389.jpg,Napa Extend,Paracetamol,RxHandBD-ML,train,napa,exact_clean,100.0,55
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P3250.jpg,P3250.jpg,Napa Extend,Paracetamol,RxHandBD-ML,train,Napa,exact_clean,100.0,55
D:\ediprjcursor\data\datasetHand\Training\training_words\1172.png,1172.png,Fenadin,Fexofenadine Hydrochloride,datasetHand,training,,,,29
D:\ediprjcursor\data\datasetHand\Training\training_words\1775.png,1775.png,Lumona,Montelukast Sodium,datasetHand,training,,,,44
D:\ediprjcursor\data\datasetHand\Training\training_words\417.png,417.png,Backtone,Baclofen,datasetHand,training,,,,10
D:\ediprjcursor\data\datasetHand\Training\training_words\768.png,768.png,Conaz,Fluconazole,datasetHand,training,,,,19
D:\ediprjcursor\data\datasetHand\Training\training_words\2903.png,2903.png,Tamen,Paracetamol,datasetHand,training,,,,72
D:\ediprjcursor\data\datasetHand\Training\training_words\1321.png,1321.png,Fixal,Fexofenadine Hydrochloride,datasetHand,training,,,,33
D:\ediprjcursor\data\datasetHand\Training\training_words\494.png,494.png,Baclon,Baclofen,datasetHand,training,,,,12
D:\ediprjcursor\data\datasetHand\Training\training_words\2488.png,2488.png,Opton,Esomeprazole,datasetHand,training,,,,62
D:\ediprjcursor\data\datasetHand\Training\training_words\2951.png,2951.png,Telfast,Fexofenadine Hydrochloride,datasetHand,training,,,,73
D:\ediprjcursor\data\datasetHand\Training\training_words\1737.png,1737.png,Lucan-R,Fluconazole,datasetHand,training,,,,43
D:\ediprjcursor\data\datasetHand\Training\training_words\1113.png,1113.png,Etizin,Cetirizine Hydrochloride,datasetHand,training,,,,27
D:\ediprjcursor\data\datasetHand\Training\training_words\1040.png,1040.png,Esoral,Esomeprazole,datasetHand,training,,,,26
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P1430.jpg,P1430.jpg,Flugal,Fluconazole,RxHandBD-ML,train,Flugal,exact_clean,100.0,37
D:\ediprjcursor\data\datasetHand\Training\training_words\341.png,341.png,Az,Azithromycin Dihydrate,datasetHand,training,,,,6
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P3500.jpg,P3500.jpg,Napa Extend,Paracetamol,RxHandBD-ML,train,Napa,exact_clean,100.0,55
D:\ediprjcursor\data\datasetHand\Training\training_words\1987.png,1987.png,Metsina,Metronidazole,datasetHand,training,,,,49
D:\ediprjcursor\data\datasetHand\Training\training_words\1800.png,1800.png,M-Kast,Montelukast Sodium,datasetHand,training,,,,45
D:\ediprjcursor\data\datasetHand\Training\training_words\1639.png,1639.png,Ketotab,Ketoconazole (Tablet),datasetHand,training,,,,40
D:\ediprjcursor\data\datasetHand\Training\training_words\1869.png,1869.png,Maxima,Esomeprazole,datasetHand,training,,,,46
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P3353.jpg,P3353.jpg,Fexo,Fexofenadine Hydrochloride,RxHandBD-ML,train,Fexo,exact_clean,100.0,30
D:\ediprjcursor\data\datasetHand\Training\training_words\1597.png,1597.png,Ketoral,Ketoconazole (Tablet),datasetHand,training,,,,39
D:\ediprjcursor\data\datasetHand\Training\training_words\1806.png,1806.png,M-Kast,Montelukast Sodium,datasetHand,training,,,,45
D:\ediprjcursor\data\datasetHand\Training\training_words\2815.png,2815.png,Rozith,Azithromycin Dihydrate,datasetHand,training,,,,70
D:\ediprjcursor\data\datasetHand\Training\training_words\1129.png,1129.png,Exium,Esomeprazole,datasetHand,training,,,,28
D:\ediprjcursor\data\datasetHand\Training\training_words\1543.png,1543.png,Ketocon,Ketoconazole (Shampoo),datasetHand,training,,,,38
D:\ediprjcursor\data\datasetHand\Training\training_words\1999.png,1999.png,Metsina,Metronidazole,datasetHand,training,,,,49
D:\ediprjcursor\data\datasetHand\Training\training_words\2074.png,2074.png,Montair,Montelukast Sodium,datasetHand,training,,,,51
D:\ediprjcursor\data\datasetHand\Training\training_words\662.png,662.png,Canazole,Fluconazole,datasetHand,training,,,,16
D:\ediprjcursor\data\datasetHand\Training\training_words\2035.png,2035.png,Monas,Montelukast Sodium,datasetHand,training,,,,50
D:\ediprjcursor\data\datasetHand\Training\training_words\1949.png,1949.png,Metro,Metronidazole,datasetHand,training,,,,48
D:\ediprjcursor\data\datasetHand\Training\training_words\972.png,972.png,Disopan,Clonazepam,datasetHand,training,,,,24
D:\ediprjcursor\data\datasetHand\Training\training_words\539.png,539.png,Bacmax,Baclofen,datasetHand,training,,,,13
D:\ediprjcursor\data\datasetHand\Training\training_words\2088.png,2088.png,Montene,Montelukast Sodium,datasetHand,training,,,,52
D:\ediprjcursor\data\datasetHand\Training\training_words\631.png,631.png,Bicozin,Vitamin B Complex + Zinc,datasetHand,training,,,,15
D:\ediprjcursor\data\datasetHand\Training\training_words\2807.png,2807.png,Rozith,Azithromycin Dihydrate,datasetHand,training,,,,70
D:\ediprjcursor\data\datasetHand\Training\training_words\1322.png,1322.png,Fixal,Fexofenadine Hydrochloride,datasetHand,training,,,,33
D:\ediprjcursor\data\datasetHand\Training\training_words\251.png,251.png,Azithrocin,Azithromycin Dihydrate,datasetHand,training,,,,7
D:\ediprjcursor\data\datasetHand\Training\training_words\66.png,66.png,Ace,Paracetamol,datasetHand,training,,,,0
D:\ediprjcursor\data\datasetHand\Training\training_words\2463.png,2463.png,Omastin,Fluconazole,datasetHand,training,,,,61
D:\ediprjcursor\data\datasetHand\Training\training_words\1099.png,1099.png,Etizin,Cetirizine Hydrochloride,datasetHand,training,,,,27
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P3435.jpg,P3435.jpg,Napa Extend,Paracetamol,RxHandBD-ML,train,Napa,exact_clean,100.0,55
